index,hypothesis,system,mqm,sqm,gemba,domain,doc,source,reference
1322,"I've purchased Pampers diapers from Amazon twice already, my baby was 2 months old when I purchased a box of diapers, I decided on diapers made of imported European paper, I was happy with my first buy in general, All night, the infant used them, without changing diapers, one diaper can last 12 hours.",refA,-0.1,85.0,-7.0,user_review,baby_product-2-zh_0821862-117,这是第二次从亚马逊上购买帮宝适尿布，曾经在宝宝2个月的时候买过一箱，选择了欧洲进口纸张的尿布，第一次购买经历还是比较满意的，宝宝整夜就用一张尿布，的确可以满足12个小时不换尿布。,"I've purchased Pampers diapers from Amazon twice already, my baby was 2 months old when I purchased a box of diapers, I decided on diapers made of imported European paper, I was happy with my first buy in general, All night, the infant used them, without changing diapers, one diaper can last 12 hours."
1323,"However, I purchased L-size diapers this time, 2 packs, each packed separately, are contained in a box, When I opened it, the paper felt loose, which is certainly not the case with imported Pampers, red rash and further symptoms.",refA,-4.2,90.0,-2.0,user_review,baby_product-2-zh_0821862-117,但是这次购买L号的尿布，一箱里面有2包分开包装，打开后就觉得纸张比较松，跟进口帮宝适有明显区别，给宝宝用了之后，还算可以，没有漏尿也没有红疹等迹象。,"However, I purchased L-size diapers this time, 2 packs, each packed separately, are contained in a box, When I opened it, the paper felt loose, which is certainly not the case with imported Pampers, red rash and further symptoms."
1324,"But after using the second pack of diapers, the infant developed a rash on the inside of his thighs that hasn't yet disappeared.",refA,-0.0,91.0,0.0,user_review,baby_product-2-zh_0821862-117,但是到了第二包尿布，开始使用后宝宝的大腿内侧立马就出现了红疹，至今还没有褪去。,"But after using the second pack of diapers, the infant developed a rash on the inside of his thighs that hasn't yet disappeared."
1325,"The 2 products in 1 box might not be of the same quality, in my opinion.",refA,-0.0,85.0,0.0,user_review,baby_product-2-zh_0821862-117,怀疑1箱里面的2包，质量还不一样啊。,"The 2 products in 1 box might not be of the same quality, in my opinion."
1326,Should not make further purchases in the future!,refA,-2.0,92.0,-6.0,user_review,baby_product-2-zh_0821862-117,以后应该不会继续购买了！,Should not make further purchases in the future!
1327,Hope to be mindful of package shipment protection,refA,-1.3875,68.0,-5.0,user_review,baby_product-3-zh_0705149-120,希望重视包裹的运输保护,Hope to be mindful of package shipment protection
1328,"Since I've been doing a lot of internet shopping, this is the worst wrapping and shipping I've ever encountered, there are absolutely no protective measures, such as cushioning foam, wrapping materials, or cushioning layer materials, etc, nothing at all.",refA,-1.75,69.0,-1.0,user_review,baby_product-3-zh_0705149-120,这是我网购这么久以来，看到最差的一次包装运输，完全没有什么保护措施，缓冲泡沫，包裹缓冲层材料等，什么都没有。,"Since I've been doing a lot of internet shopping, this is the worst wrapping and shipping I've ever encountered, there are absolutely no protective measures, such as cushioning foam, wrapping materials, or cushioning layer materials, etc, nothing at all."
1329,Just a box that is crumpled and distorted.,refA,-0.125,70.0,0.0,user_review,baby_product-3-zh_0705149-120,就一个压变形的箱子。,Just a box that is crumpled and distorted.
1330,"Additionally, the card box had been forced open and twisted, and the soft plastic box within had been packed.",refA,-3.5,70.0,-6.0,user_review,baby_product-3-zh_0705149-120,而且里面的软胶盒包装的，卡盒都压开了压到变形了。,"Additionally, the card box had been forced open and twisted, and the soft plastic box within had been packed."
1331,"I'm hoping it's real and of guaranteed quality, In the future, I won't have the guts to order anything from Amazon.",refA,-0.5,71.0,0.0,user_review,baby_product-3-zh_0705149-120,希望是正品 质量有保证，以后是不怎么敢亚马孙买东西的了。,"I'm hoping it's real and of guaranteed quality, In the future, I won't have the guts to order anything from Amazon."
1332,I'd rather pay half as much in China and get a warranty.,refA,-4.25,73.0,-6.0,user_review,baby_product-3-zh_0705149-120,宁愿国内贵一半，有保障点。,I'd rather pay half as much in China and get a warranty.
1333,"And the issue with product packaging hasn't changed in 19 years, according to comments I read in 2016, Someone left a comment about it.",refA,-6.9,72.0,-6.0,user_review,baby_product-3-zh_0705149-120,而且商品产品包装问题，我看评论2016年就有人评论过，到现在19年，还是老样子。,"And the issue with product packaging hasn't changed in 19 years, according to comments I read in 2016, Someone left a comment about it."
1334,It demonstrates how poorly Amazon responds to customer complaints and how far behind domestic rivals JD dot com and Tmall it is.,refA,-0.625,73.0,0.0,user_review,baby_product-3-zh_0705149-120,说明亚马逊根本就不重视服务反馈这一块，和国内的京东、天猫等差太远了。,It demonstrates how poorly Amazon responds to customer complaints and how far behind domestic rivals JD dot com and Tmall it is.
1335,"It's encouraging to see, although there is some disappointment",refA,-5.0,68.0,-25.0,user_review,baby_product-4-zh_0646696-122,好看，但有点点小遗憾,"It's encouraging to see, although there is some disappointment"
1336,"The color of the entire cup is my favorite, orange red, and even though my family is all boys, I believe orange red and yellow are extremely appealing.",refA,-7.0,87.0,-5.0,user_review,baby_product-4-zh_0646696-122,整个杯子的颜色是我狠喜欢的，橘红色，虽然我家是男宝，但是还是觉得橘红配黄色很亮眼。,"The color of the entire cup is my favorite, orange red, and even though my family is all boys, I believe orange red and yellow are extremely appealing."
1337,"It's smaller than I expected, but it's designed to be removed, so it's fine.",refA,-5.0,91.0,0.0,user_review,baby_product-4-zh_0646696-122,比我想象的小一些，不过本来就是拿来带出门用的，所以还可以接受。,"It's smaller than I expected, but it's designed to be removed, so it's fine."
1338,"I brought it home and gave it a shot last night, the space between the straw and the bottle cap was too close when the bottle cap was pushed off, because the straw is vertical, my son had to catch the bump on the top to sip water, I believe this location can be enhanced.",refA,-0.0,88.0,-6.0,user_review,baby_product-4-zh_0646696-122,昨晚拿回家试了一下，瓶盖推开之后，吸管和盖子之间的距离太近了，因为吸管的位置是正向垂直的，所以儿子总是要把盖子上面的凸起含住喝水，觉得这个地方是否可以改进一下。,"I brought it home and gave it a shot last night, the space between the straw and the bottle cap was too close when the bottle cap was pushed off, because the straw is vertical, my son had to catch the bump on the top to sip water, I believe this location can be enhanced."
1339,"Other manufacturers of straw cups appear to tilt the straw, which makes sense, children's items are very concerned with safety and comfort.",refA,-1.0,91.0,-6.0,user_review,baby_product-4-zh_0646696-122,看来其他牌子的吸管杯把吸管做的倾斜还是有道理的，小孩子的东西，真的就是在乎安全和舒适。,"Other manufacturers of straw cups appear to tilt the straw, which makes sense, children's items are very concerned with safety and comfort."
1355,Untrustworthy businessman ah,refA,-6.0,63.25,-1.0,user_review,beauty-3-zh_0709646-79,奸商啊,Untrustworthy businessman ah
1356,"The event page stated that after I spent 99 yuan on it, I would give away the ""Complete Works of Three-Body Problem"", I didn't have this present when I got the products, when I called customer service, I promised to present the screenshots of the occurrence at hand, who purchased the items and took the website screenshots is the subject of the query, ah you see, you need consumers to give you the services you have performed for yourself, buyers should be cautious the next time and save the proof.",refA,-23.0,63.25,-3.0,user_review,beauty-3-zh_0709646-79,当时购买的时候，活动页面上是说满99元赠送“三体全集”，收到货没有这个赠品，打客服电话说要给他们看当时活动的截图，问题是谁买东西还把网页截图保存啊，你们自己做过的活动，还需要顾客帮你们提供啊，各位买家下次要留个心眼，保存证据。,"The event page stated that after I spent 99 yuan on it, I would give away the ""Complete Works of Three-Body Problem"", I didn't have this present when I got the products, when I called customer service, I promised to present the screenshots of the occurrence at hand, who purchased the items and took the website screenshots is the subject of the query, ah you see, you need consumers to give you the services you have performed for yourself, buyers should be cautious the next time and save the proof."
