id,source,reference,target,error_span,category,severity,type,source_lang,target_lang
611,举例既有国内的又有国外的;既有知名企业家或销售员又有名不见经传的人。,"There are both domestic and foreign entrepreneurs or salespeople, for example, as well as unknown individuals.",Examples include both domestic and <v> I thought about cancelling </v> entrepreneurs or salespeople and unknown people., I thought about cancelling ,non-translation,major,bp,Chinese,English
612,新的买好了，就想着马上把亚马逊的订单给取消。,I planned to cancel the Amazon order as soon as I purchased the new one.,After buying the <v> a place to complain </v> about cancelling the Amazon order immediately., a place to complain ,non-translation,major,bp,Chinese,English
613,亚马逊找不到投诉的地方。,Amazon is unable to lodge a complaint anywhere.,"I can't find <v> higher price, get a </v> on Amazon."," higher price, get a ",non-translation,major,bp,Chinese,English
614,买贵退差价！,Buy cost distinction discounted!,"Buy at a higher price, get <v> and dust can get </v> difference!", and dust can get ,non-translation,major,bp,Chinese,English
615,不足：镜面容易划伤、进灰尘。,Shortcomings: The mirror surface is vulnerable to dust buildup and scratches.,Disadvantages: The <v> it stops and does </v> and dust can get in., it stops and does ,non-translation,major,bp,Chinese,English
616,"编译后即停止, 不进行汇编件.",Stops after compilation and does not perform get together.,"After compilation, it stops and <v> 2 points is that </v> assembly.", 2 points is that ,non-translation,major,bp,Chinese,English
617,5、2分的原因是客服服务还不错。,"5, 2 points because customer service is not subpar.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏",5. The reason for the 2 points <v> is this? </v> service is not bad.‏‏‏‏, is this? ,non-translation,major,bp,Chinese,English
618,这尼玛哪门子自营商品。,This damn self-operating thing. What kind of thing is it?,"What <v> them, integrated circuits fell </v> self-operated merchandise is this?"," them, integrated circuits fell ",non-translation,major,bp,Chinese,English
619,其中，集成电路年减18.3%，创14年来最大跌势。,"Among them, coordinates circuits experienced the greatest yearly lessening in 14 a long time, falling 18.3% year over year.","<v> In contrast to Michelangelo's </v> fell by 18.3% annually, marking the largest decline in 14 years.", In contrast to Michelangelo's ,non-translation,major,bp,Chinese,English
620,3、对比米开朗基罗的手稿，达芬奇的手稿内容就丰富的多。,"3, The manuscripts of Da Vinci include a lot more information than those by Michelangelo.",In contrast to Michelangelo's <v> personal pension wealth management </v> manuscripts are much richer., personal pension wealth management ,non-translation,major,bp,Chinese,English
621,首批个人养老金理财产品开售,Individual benefits riches administration arrangements went on deal in their beginning circular,The first batch of personal pension wealth <v> there's space in the </v> sale, there's space in the ,non-translation,major,bp,Chinese,English
622,这鞋很“窄”，虽然前面还留着距离，但是感觉紧紧的。,"This shoe is incredibly ""narrow,"" and despite the fact that there is still some space in the front, it feels tight.","The shoes are quite ""narrow"", even though there's space <v> have some complaints about </v> feel tight.", have some complaints about ,non-translation,major,bp,Chinese,English
623,玩具质量不错，吐槽一下包装,"Although the toy is of good quality, I must criticize the packing","The quality of the toy is good, <v> China News Network </v> complaints about the packaging.", China News Network ,non-translation,major,bp,Chinese,English
624,“全球复苏的重要引擎”-中新网,"An basic driver of the world's recuperation, concurring to Chinanews com","<v> How can the interior </v> Global Recovery"" - China News Network", How can the interior ,non-translation,major,bp,Chinese,English
625,商品内部怎么可能磨损？,How does anything get worn down inside?,How can the interior of <v> matching manufacturing process to </v> out?, matching manufacturing process to ,non-translation,major,bp,Chinese,English
626,好的产品设计需要匹配的制造工艺来实现,"To accomplish good product design, manufacturing processes must be compatible","Good product design requires <v> one star for logistics, </v> to achieve"," one star for logistics, ",non-translation,major,bp,Chinese,English
627,商品五星，物流一星，平均三星。,"Three-star average, one-star logistics, five-star product.","Five stars for <v> country sent the first </v> logistics, and an average of three stars.", country sent the first ,non-translation,major,bp,Chinese,English
628,1963年，我国向阿尔及利亚派出第一支援外医疗队。,"In 1963, China sent the first medical team to Algeria to support foreign countries.‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏","In 1963, <v> there is no elastic </v> first foreign medical aid team to Algeria.‏", there is no elastic ,non-translation,major,bp,Chinese,English
629,似乎腰间没有松紧带，想加松点腰围还挺困难。,"There doesn't appear to be an elastic band around the waist, and it is really challenging to make the waistline looser.","It seems there is no <v> particularly slender, it is </v> quite difficult to loosen the waist."," particularly slender, it is ",non-translation,major,bp,Chinese,English
630,如果你的脚不是特别瘦那种，不推荐购买这款。,It is not recommended that you acquire this if your feet are not extremely thin.,If your feet are not particularly <v> sorry for your loss. </v> recommended., sorry for your loss. ,non-translation,major,bp,Chinese,English
631,中方客服：很抱歉，给你带来损失了，我们给你两条路走：,Customer service in Chinese: We apologize for your loss and offer two solutions:,"Chinese customer service: We are <v> conditions in a ""guaranteed </v> loss. We give you two options:"," conditions in a ""guaranteed ",non-translation,major,bp,Chinese,English
632,“保价协议”条件可不少,"The ""ensured estimating assention"" is subject to a number of requirements","There are a lot of conditions <v> reason behind the plunge </v> agreement"".", reason behind the plunge ,non-translation,major,bp,Chinese,English
633,全球大麻药草缉获量暴跌的背后原因是大麻合法化？,Is the sharp decrease in worldwide seizures of pot herb due to cannabis legalization?‏‏‏‏‏‏‏‏‏‏‏‏‏‏‏,"Is the legalization of cannabis the <v> the service, then simply </v> in global cannabis herb seizures?"," the service, then simply ",non-translation,major,bp,Chinese,English
634,如果自己的物流没办法保证服务的，那就干脆不要做电商了！,Don't undertake any e-commerce if your own logistics can't ensure the service!,"If <v> merchant has considered the </v> guarantee the service, then simply stop doing e-commerce!", merchant has considered the ,non-translation,major,bp,Chinese,English
635,商家发货前做到了为客户着想:),"Prior to delivery, the retailer did it for the benefit of the customers:)",The <v> Pay more attention to </v> customer's needs before shipping :), Pay more attention to ,non-translation,major,bp,Chinese,English
636,1. 多关注网络安全资讯，提高个人防范意识；,1. Pay more attention to network security information and improve personal awareness of prevention;,1. Pay more attention <v> code points from 0xFD308130 </v> raise individual awareness of prevention;, code points from 0xFD308130 ,non-translation,major,bp,Chinese,English
637,自0xFD308130 至0xFE39FE39 共25200 个码位为用户自定义区。,"Sections = 25200 bits, 0xFD308130-0xFE39FE39.",<v> A man from Kahramanmaras </v> code points from 0xFD308130 to 0xFE39FE39 are user-defined regions., A man from Kahramanmaras ,non-translation,major,bp,Chinese,English
638,一位卡赫拉曼马拉什的男子抱着他刚刚获救的猫,A man from Kahramanmarash holds his newly rescued cat,"A man from <v> the same, so let's </v> rescued cat."," the same, so let's ",non-translation,major,bp,Chinese,English
